filename,notes,authors,licenses,urls
torso/aprons/overalls/teen/thrust.png,"original overalls by ElizaWy, extended to all animation frames, adapted from teen to male base, and edited for v3 bases by bluecarrot16; extended to combat animations by JaidynReiman ","ElizaWy,bluecarrot16,JaidynReiman ","OGA-BY 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-revised-character-basics,http://opengameart.org/content/lpc-clothing-updates "
torso/aprons/overalls/teen/walk.png,"original overalls by ElizaWy, extended to all animation frames, adapted from teen to male base, and edited for v3 bases by bluecarrot16; extended to combat animations by JaidynReiman ","ElizaWy,bluecarrot16,JaidynReiman ","OGA-BY 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-revised-character-basics,http://opengameart.org/content/lpc-clothing-updates "
torso/clothes/robe/female/slash.png, ,Luke Mehl ,"CC-BY-SA 3.0,GPL 3.0 ",https://opengameart.org/content/female-mage-clothing-set 
torso/clothes/robe/female/walk.png, ,Luke Mehl ,"CC-BY-SA 3.0,GPL 3.0 ",https://opengameart.org/content/female-mage-clothing-set 
torso/clothes/tunic/female/slash.png,"**pirate shirt** by MadMarcel, edited to all poses by makrohn, edited from tube-top/tanktop to sleeveless then to tunic by JaidynReiman, edits for v3 bases and further cleanup by bluecarrot16 ","bluecarrot16,JaidynReiman,Matthew Krohn (makrohn),Marcel van de Steeg (MadMarcel),Stephen Challener (Redshrike),Johannes Sjölund (wulax) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle,https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more,http://opengameart.org/content/lpc-clothing-updates "
torso/clothes/tunic/female/thrust.png,"**pirate shirt** by MadMarcel, edited to all poses by makrohn, edited from tube-top/tanktop to sleeveless then to tunic by JaidynReiman, edits for v3 bases and further cleanup by bluecarrot16 ","bluecarrot16,JaidynReiman,Matthew Krohn (makrohn),Marcel van de Steeg (MadMarcel),Stephen Challener (Redshrike),Johannes Sjölund (wulax) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle,https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more,http://opengameart.org/content/lpc-clothing-updates "
torso/clothes/tunic/female/walk.png,"**pirate shirt** by MadMarcel, edited to all poses by makrohn, edited from tube-top/tanktop to sleeveless then to tunic by JaidynReiman, edits for v3 bases and further cleanup by bluecarrot16 ","bluecarrot16,JaidynReiman,Matthew Krohn (makrohn),Marcel van de Steeg (MadMarcel),Stephen Challener (Redshrike),Johannes Sjölund (wulax) ","OGA-BY 3.0,CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-female-orcogregoblintroll-base-walkcycle,https://opengameart.org/content/lpc-curly-hair-elven-ears-white-cape-with-blue-trim-and-more,http://opengameart.org/content/lpc-clothing-updates "
torso/clothes/vest/male/slash.png, ,"bluecarrot16,Thane Brimhall (pennomi),laetissima,Stephen Challener (Redshrike),Johannes Sjölund (wulax) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-2-characters,https://opengameart.org/content/lpc-gentleman,https://opengameart.org/content/lpc-pirates "
torso/clothes/vest/male/thrust.png, ,"bluecarrot16,Thane Brimhall (pennomi),laetissima,Stephen Challener (Redshrike),Johannes Sjölund (wulax) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-2-characters,https://opengameart.org/content/lpc-gentleman,https://opengameart.org/content/lpc-pirates "
torso/clothes/vest/male/walk.png, ,"bluecarrot16,Thane Brimhall (pennomi),laetissima,Stephen Challener (Redshrike),Johannes Sjölund (wulax) ","CC-BY-SA 3.0,GPL 3.0 ","https://opengameart.org/content/lpc-2-characters,https://opengameart.org/content/lpc-gentleman,https://opengameart.org/content/lpc-pirates "
weapon/magic/crystal/thrust/background/thrust_oversize.png, ,bluecarrot16 ,"OGA-BY 3.0+,GPL 3.0,CC-BY 4.0 ",https://opengameart.org/content/lpc-more-weapons 
weapon/magic/crystal/thrust/foreground/thrust_oversize.png, ,bluecarrot16 ,"OGA-BY 3.0+,GPL 3.0,CC-BY 4.0 ",https://opengameart.org/content/lpc-more-weapons 
weapon/sword/arming/attack_slash/bg/slash_128.png, ,ElizaWy; walk and down by JaidynReiman ,OGA-BY 3.0 ,"https://github.com/ElizaWy/LPC/tree/main/Characters/Props/Sword%2001%20-%20Arming%20Sword,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
weapon/sword/arming/attack_slash/fg/slash_128.png, ,ElizaWy; walk and down by JaidynReiman ,OGA-BY 3.0 ,"https://github.com/ElizaWy/LPC/tree/main/Characters/Props/Sword%2001%20-%20Arming%20Sword,https://opengameart.org/content/lpc-expanded-sit-run-jump-more "
